timestamp,flow_lpm
2024-05-21 05:00,96.0
2024-05-21 05:01,95.97
2024-05-21 05:02,95.94
2024-05-21 05:03,95.91
2024-05-21 05:04,95.88
2024-05-21 05:05,95.85
2024-05-21 05:06,95.82
2024-05-21 05:07,95.79
2024-05-21 05:08,95.76
2024-05-21 05:09,95.73
2024-05-21 05:10,95.7
2024-05-21 05:11,95.67
2024-05-21 05:12,95.64
2024-05-21 05:13,95.61
2024-05-21 05:14,95.58
2024-05-21 05:15,95.55
2024-05-21 05:16,95.52
2024-05-21 05:17,95.49
2024-05-21 05:18,95.46
2024-05-21 05:19,95.43
2024-05-21 05:20,95.4
2024-05-21 05:21,95.37
2024-05-21 05:22,95.34
2024-05-21 05:23,95.31
2024-05-21 05:24,95.28
2024-05-21 05:25,95.25
2024-05-21 05:26,95.22
2024-05-21 05:27,95.19
2024-05-21 05:28,95.16
2024-05-21 05:29,95.13
2024-05-21 05:30,95.1
2024-05-21 05:31,95.0
2024-05-21 05:32,94.9
2024-05-21 05:33,94.8
2024-05-21 05:34,94.7
2024-05-21 05:35,94.6
2024-05-21 05:36,94.5
2024-05-21 05:37,94.4
2024-05-21 05:38,94.3
2024-05-21 05:39,94.2
2024-05-21 05:40,94.1
2024-05-21 05:41,94.0
2024-05-21 05:42,93.9
2024-05-21 05:43,93.8
2024-05-21 05:44,93.7
2024-05-21 05:45,93.6
2024-05-21 05:46,93.5
2024-05-21 05:47,93.4
2024-05-21 05:48,93.3
2024-05-21 05:49,93.2
2024-05-21 05:50,93.1
2024-05-21 05:51,93.0
2024-05-21 05:52,92.9
2024-05-21 05:53,92.8
2024-05-21 05:54,92.7
2024-05-21 05:55,92.6
2024-05-21 05:56,92.5
2024-05-21 05:57,92.4
2024-05-21 05:58,92.3
2024-05-21 05:59,92.2
2024-05-21 06:00,92.1
2024-05-21 06:01,92.0
2024-05-21 06:02,91.9
2024-05-21 06:03,91.8
2024-05-21 06:04,91.7
2024-05-21 06:05,91.6
2024-05-21 06:06,91.5
2024-05-21 06:07,91.4
2024-05-21 06:08,91.3
2024-05-21 06:09,91.2
2024-05-21 06:10,91.1
2024-05-21 06:11,91.0
2024-05-21 06:12,90.9
2024-05-21 06:13,90.8
2024-05-21 06:14,90.7
2024-05-21 06:15,90.6
2024-05-21 06:16,90.5
2024-05-21 06:17,90.4
2024-05-21 06:18,90.3
2024-05-21 06:19,90.2
2024-05-21 06:20,90.1
2024-05-21 06:21,90.0
2024-05-21 06:22,89.9
2024-05-21 06:23,89.8
2024-05-21 06:24,89.7
2024-05-21 06:25,89.6
2024-05-21 06:26,89.5
2024-05-21 06:27,89.4
2024-05-21 06:28,89.3
2024-05-21 06:29,89.2
2024-05-21 06:30,89.1
2024-05-21 06:31,89.0
2024-05-21 06:32,88.9
2024-05-21 06:33,88.8
2024-05-21 06:34,88.7
2024-05-21 06:35,88.6
2024-05-21 06:36,88.5
2024-05-21 06:37,88.4
2024-05-21 06:38,88.3
2024-05-21 06:39,88.2
2024-05-21 06:40,88.1
2024-05-21 06:41,88.0
2024-05-21 06:42,87.9
2024-05-21 06:43,87.8
2024-05-21 06:44,87.7
2024-05-21 06:45,87.6
2024-05-21 06:46,87.5
2024-05-21 06:47,87.4
2024-05-21 06:48,87.3
2024-05-21 06:49,87.2
2024-05-21 06:50,87.1
2024-05-21 06:51,87.0
2024-05-21 06:52,86.9
2024-05-21 06:53,86.8
2024-05-21 06:54,86.7
2024-05-21 06:55,86.6
2024-05-21 06:56,86.5
2024-05-21 06:57,86.4
2024-05-21 06:58,86.3
2024-05-21 06:59,86.2
2024-05-21 07:00,86.1
2024-05-21 07:01,86.04
2024-05-21 07:02,85.98
2024-05-21 07:03,85.92
2024-05-21 07:04,85.86
2024-05-21 07:05,85.8
2024-05-21 07:06,85.74
2024-05-21 07:07,85.68
2024-05-21 07:08,85.62
2024-05-21 07:09,85.56
2024-05-21 07:10,85.5
2024-05-21 07:11,85.44
2024-05-21 07:12,85.38
2024-05-21 07:13,85.32
2024-05-21 07:14,85.26
2024-05-21 07:15,85.2
2024-05-21 07:16,85.14
2024-05-21 07:17,85.08
2024-05-21 07:18,85.02
2024-05-21 07:19,84.96
2024-05-21 07:20,84.9
2024-05-21 07:21,84.84
2024-05-21 07:22,84.78
2024-05-21 07:23,84.72
2024-05-21 07:24,84.66
2024-05-21 07:25,84.6
2024-05-21 07:26,84.54
2024-05-21 07:27,84.48
2024-05-21 07:28,84.42
2024-05-21 07:29,84.36
2024-05-21 07:30,84.3
2024-05-21 07:31,84.24
2024-05-21 07:32,84.18
2024-05-21 07:33,84.12
2024-05-21 07:34,84.06
2024-05-21 07:35,84.0
2024-05-21 07:36,83.94
2024-05-21 07:37,83.88
2024-05-21 07:38,83.82
2024-05-21 07:39,83.76
2024-05-21 07:40,83.7
2024-05-21 07:41,83.64
2024-05-21 07:42,83.58
2024-05-21 07:43,83.52
2024-05-21 07:44,83.46
2024-05-21 07:45,83.4
2024-05-21 07:46,83.34
2024-05-21 07:47,83.28
2024-05-21 07:48,83.22
2024-05-21 07:49,83.16
2024-05-21 07:50,83.1
2024-05-21 07:51,83.04
2024-05-21 07:52,82.98
2024-05-21 07:53,82.92
2024-05-21 07:54,82.86
2024-05-21 07:55,82.8
2024-05-21 07:56,82.74
2024-05-21 07:57,82.68
2024-05-21 07:58,82.62
2024-05-21 07:59,82.56
2024-05-21 08:00,82.5
2024-05-21 08:01,82.44
2024-05-21 08:02,82.38
2024-05-21 08:03,82.32
2024-05-21 08:04,82.26
2024-05-21 08:05,82.2
2024-05-21 08:06,82.14
2024-05-21 08:07,82.08
2024-05-21 08:08,82.02
2024-05-21 08:09,81.96
2024-05-21 08:10,81.9
2024-05-21 08:11,81.84
2024-05-21 08:12,81.78
2024-05-21 08:13,81.72
2024-05-21 08:14,81.66
2024-05-21 08:15,81.6
2024-05-21 08:16,81.54
2024-05-21 08:17,81.48
2024-05-21 08:18,81.42
2024-05-21 08:19,81.36
2024-05-21 08:20,81.3
2024-05-21 08:21,81.24
2024-05-21 08:22,81.18
2024-05-21 08:23,81.12
2024-05-21 08:24,81.06
2024-05-21 08:25,81.0
2024-05-21 08:26,80.94
2024-05-21 08:27,80.88
2024-05-21 08:28,80.82
2024-05-21 08:29,80.76
2024-05-21 08:30,80.7
2024-05-21 08:31,80.64
2024-05-21 08:32,80.58
2024-05-21 08:33,80.52
2024-05-21 08:34,80.46
2024-05-21 08:35,80.4
2024-05-21 08:36,80.34
2024-05-21 08:37,80.28
2024-05-21 08:38,80.22
2024-05-21 08:39,80.16
2024-05-21 08:40,80.1
2024-05-21 08:41,80.04
2024-05-21 08:42,79.98
2024-05-21 08:43,79.92
2024-05-21 08:44,79.86
2024-05-21 08:45,79.8
2024-05-21 08:46,79.74
2024-05-21 08:47,79.68
2024-05-21 08:48,79.62
2024-05-21 08:49,79.56
2024-05-21 08:50,79.5
2024-05-21 08:51,79.44
2024-05-21 08:52,79.38
2024-05-21 08:53,79.32
2024-05-21 08:54,79.26
2024-05-21 08:55,79.2
2024-05-21 08:56,79.14
2024-05-21 08:57,79.08
2024-05-21 08:58,79.02
2024-05-21 08:59,78.96
2024-05-21 09:00,78.9
2024-05-21 09:01,78.84
2024-05-21 09:02,78.78
2024-05-21 09:03,78.72
2024-05-21 09:04,78.66
2024-05-21 09:05,78.6
2024-05-21 09:06,78.54
2024-05-21 09:07,78.48
2024-05-21 09:08,78.42
2024-05-21 09:09,78.36
2024-05-21 09:10,78.3
2024-05-21 09:11,78.24
2024-05-21 09:12,78.18
2024-05-21 09:13,78.12
2024-05-21 09:14,78.06
2024-05-21 09:15,78.0
2024-05-21 09:16,77.94
2024-05-21 09:17,77.88
2024-05-21 09:18,77.82
2024-05-21 09:19,77.76
2024-05-21 09:20,77.7
2024-05-21 09:21,77.64
2024-05-21 09:22,77.58
2024-05-21 09:23,77.52
2024-05-21 09:24,77.46
2024-05-21 09:25,77.4
2024-05-21 09:26,77.34
2024-05-21 09:27,77.28
2024-05-21 09:28,77.22
2024-05-21 09:29,77.16
2024-05-21 09:30,77.1
2024-05-21 09:31,77.04
2024-05-21 09:32,76.98
2024-05-21 09:33,76.92
2024-05-21 09:34,76.86
2024-05-21 09:35,76.8
2024-05-21 09:36,76.74
2024-05-21 09:37,76.68
2024-05-21 09:38,76.62
2024-05-21 09:39,76.56
2024-05-21 09:40,76.5
2024-05-21 09:41,76.44
2024-05-21 09:42,76.38
2024-05-21 09:43,76.32
2024-05-21 09:44,76.26
2024-05-21 09:45,76.2
2024-05-21 09:46,76.14
2024-05-21 09:47,76.08
2024-05-21 09:48,76.02
2024-05-21 09:49,75.96
2024-05-21 09:50,75.9
2024-05-21 09:51,75.84
2024-05-21 09:52,75.78
2024-05-21 09:53,75.72
2024-05-21 09:54,75.66
2024-05-21 09:55,75.6
2024-05-21 09:56,75.54
2024-05-21 09:57,75.48
2024-05-21 09:58,75.42
2024-05-21 09:59,75.36
2024-05-21 10:00,75.3
2024-05-21 10:01,75.24
2024-05-21 10:02,75.18
2024-05-21 10:03,75.12
2024-05-21 10:04,75.06
2024-05-21 10:05,75.0
2024-05-21 10:06,74.94
2024-05-21 10:07,74.88
2024-05-21 10:08,74.82
2024-05-21 10:09,74.76
2024-05-21 10:10,74.7
2024-05-21 10:11,74.64
2024-05-21 10:12,74.58
2024-05-21 10:13,74.52
2024-05-21 10:14,74.46
2024-05-21 10:15,74.4
2024-05-21 10:16,74.34
2024-05-21 10:17,74.28
2024-05-21 10:18,74.22
2024-05-21 10:19,74.16
2024-05-21 10:20,74.1
2024-05-21 10:21,74.04
2024-05-21 10:22,73.98
2024-05-21 10:23,73.92
2024-05-21 10:24,73.86
2024-05-21 10:25,73.8
2024-05-21 10:26,73.74
2024-05-21 10:27,73.68
2024-05-21 10:28,73.62
2024-05-21 10:29,73.56
2024-05-21 10:30,73.5
2024-05-21 10:31,73.44
2024-05-21 10:32,73.38
2024-05-21 10:33,73.32
2024-05-21 10:34,73.26
2024-05-21 10:35,73.2
2024-05-21 10:36,73.14
2024-05-21 10:37,73.08
2024-05-21 10:38,73.02
2024-05-21 10:39,72.96
2024-05-21 10:40,72.9
2024-05-21 10:41,72.84
2024-05-21 10:42,72.78
2024-05-21 10:43,72.72
2024-05-21 10:44,72.66
2024-05-21 10:45,72.6
2024-05-21 10:46,72.54
2024-05-21 10:47,72.48
2024-05-21 10:48,72.42
2024-05-21 10:49,72.36
2024-05-21 10:50,72.3
2024-05-21 10:51,72.24
2024-05-21 10:52,72.18
2024-05-21 10:53,72.12
2024-05-21 10:54,72.06
2024-05-21 10:55,72.0
2024-05-21 10:56,71.94
2024-05-21 10:57,71.88
2024-05-21 10:58,71.82
2024-05-21 10:59,71.76
